Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK60,OUT017,1236.2003714285715
FDZ25,OUT017,2719.793
FDG12,OUT046,1856.2504000000001
DRB01,OUT019,549.1898857142858
NCC43,OUT027,6638.596685714286
FDX13,OUT019,621.4767428571429
FDM22,OUT049,1354.7127714285714
FDJ03,OUT027,1828.9526
FDU14,OUT018,3698.899457142857
FDB33,OUT010,421.5465142857143
FDP27,OUT046,2205.7002857142857
FDO38,OUT010,212.2950857142857
FDE28,OUT027,5622.966342857143
FDO27,OUT035,2377.1913428571424
DRL23,OUT027,2225.9596285714288
FDS28,OUT046,1378.9669142857142
FDX24,OUT013,1422.529257142857
FDZ02,OUT035,1406.2647142857143
FDL46,OUT045,2260.010542857143
FDS60,OUT027,3679.2108000000003
NCO06,OUT017,904.6319714285715
FDO16,OUT035,1789.0046
FDC60,OUT049,1369.2652571428573
FDA48,OUT018,2445.5785142857144
FDZ36,OUT027,5285.215514285714
FDK27,OUT045,1828.4770285714287
FDW23,OUT018,1438.4133428571429
FDM14,OUT018,1857.3917714285712
FDM14,OUT013,2033.9238857142857
FDW60,OUT018,1569.8612857142857
FDE21,OUT013,1760.089857142857
NCM42,OUT035,2032.306942857143
FDY59,OUT010,266.4151142857143
DRI49,OUT049,1459.3384857142858
FDT28,OUT019,235.40785714285715
FDQ22,OUT018,1152.4998
FDR60,OUT049,1545.5120285714286
FDC50,OUT019,334.51694285714285
FDV24,OUT013,2232.902971428571
DRF48,OUT010,388.73208571428574
FDQ47,OUT046,1944.3262285714286
DRN36,OUT049,1374.4014285714286
NCY06,OUT035,1896.8642
FDE52,OUT035,1590.215742857143
NCB54,OUT045,2289.8764285714287
NCF31,OUT035,2828.5086285714287
FDJ08,OUT027,4741.922714285714
NCC07,OUT017,1936.241514285714
NCD19,OUT027,1370.5968571428568
FDL46,OUT049,2254.4939142857143
FDM20,OUT045,2434.5452571428573
NCI06,OUT010,354.49094285714284
DRM11,OUT035,3021.2101714285714
NCH07,OUT018,1906.4707428571426
FDS23,OUT013,2122.6655142857144
FDO49,OUT018,1481.8805714285713
FDS35,OUT049,2697.8215999999998
DRK39,OUT045,1690.9417714285714
DRI39,OUT049,1162.0112285714285
FDV04,OUT017,1902.0954857142856
NCN14,OUT035,2276.6555428571432
FDH08,OUT013,4202.339371428571
FDS20,OUT046,3324.434514285714
FDV40,OUT049,1058.9073428571428
FDZ48,OUT010,164.07214285714284
FDS24,OUT027,3008.369742857143
FDK44,OUT049,2862.8448857142853
FDS48,OUT045,2480.009885714286
FDK26,OUT010,273.35845714285716
FDD23,OUT045,2435.6866285714286
NCH54,OUT017,3228.5593142857138
NCP14,OUT010,256.1427714285714
FDM60,OUT010,164.54771428571425
FDV24,OUT017,2252.020942857143
FDH08,OUT018,2704.0040285714285
FDS12,OUT027,3347.0717142857143
FDR39,OUT027,5523.191457142856
FDP12,OUT027,3011.888971428572
DRF60,OUT027,5641.228285714286
FDC09,OUT035,2149.2024
FDF50,OUT018,2692.590314285714
FDG28,OUT035,4124.5358857142855
NCE19,OUT017,803.0499142857143
NCM53,OUT010,253.57468571428572
NCN18,OUT049,1744.9666857142859
FDF32,OUT035,3471.195857142857
FDF11,OUT013,3242.446
DRI59,OUT049,3114.5172857142857
NCG54,OUT035,3339.2723428571435
FDM44,OUT046,1549.4117142857142
FDT57,OUT018,2418.280714285714
FDV24,OUT046,2373.0063142857143
FDI50,OUT019,627.1836000000001
FDS09,OUT035,1250.657742857143
NCC31,OUT027,3310.833171428572
FDQ07,OUT019,337.46548571428565
FDC22,OUT017,2592.2447428571427
FDZ56,OUT046,1957.5471142857143
FDZ40,OUT019,147.04668571428573
FDS46,OUT027,3382.549342857143
DRD24,OUT045,2379.188742857143
FDV45,OUT017,2782.4733142857144
FDL26,OUT045,2616.879342857143
FDA56,OUT018,2792.2700857142854
FDN27,OUT046,2140.8323428571425
FDM20,OUT049,3374.2744
FDO16,OUT017,1702.9261714285715
FDL03,OUT035,3148.187742857143
FDE58,OUT046,2194.0963428571426
FDI02,OUT027,3085.5074285714286
NCC55,OUT019,266.22488571428573
FDR03,OUT018,3010.2720285714286
FDB14,OUT017,2354.2688000000003
FDR45,OUT013,3154.655514285714
NCN07,OUT017,1899.146942857143
FDM51,OUT019,330.14168571428576
FDT52,OUT027,5611.647742857143
FDL26,OUT046,2219.491857142857
NCZ42,OUT046,3028.7242
DRI47,OUT019,236.83457142857142
FDW40,OUT013,2532.4178571428565
FDN34,OUT046,2846.1998857142858
FDS01,OUT035,3458.6407714285715
NCG55,OUT045,1684.188657142857
FDC11,OUT035,3152.277657142857
FDX35,OUT018,1246.4727142857141
NCB06,OUT046,2612.1236285714285
FDR09,OUT019,544.5292857142857
FDC53,OUT017,1477.124857142857
FDY45,OUT013,2536.8882285714285
FDA22,OUT010,374.56005714285715
FDE02,OUT035,1650.2328571428573
FDW21,OUT045,1768.6501428571428
FDV34,OUT046,1543.7048571428572
FDS59,OUT049,2068.3552571428568
NCW17,OUT017,1905.7098285714287
NCK54,OUT046,1568.910142857143
FDG17,OUT019,364.8584
FDG35,OUT017,2766.399
FDD08,OUT010,174.24937142857146
NCO07,OUT017,2978.694085714286
FDJ10,OUT010,297.80282857142856
FDW36,OUT017,1392.6633714285715
FDW21,OUT010,358.3906285714285
FDY19,OUT017,2052.7565142857143
DRE03,OUT013,830.4428285714285
NCC55,OUT049,1024.2857428571428
FDH52,OUT010,246.34599999999998
FDO09,OUT017,3990.0442857142857
FDU43,OUT045,3430.4869428571433
FDX09,OUT010,362.1952
FDH40,OUT019,154.4656
FDW58,OUT017,1846.548742857143
FDC47,OUT017,4011.4449999999997
NCR41,OUT035,1935.4806
DRG49,OUT035,2876.9218
FDC52,OUT027,4394.470228571428
FDY13,OUT046,1532.6716000000001
FDY35,OUT013,1390.6659714285718
FDI35,OUT017,3025.585428571428
NCU18,OUT049,2641.418828571429
FDY33,OUT018,1965.7269428571428
FDC15,OUT027,4085.3487999999998
FDU01,OUT049,2112.298057142857
NCU42,OUT046,2285.9767428571427
NCV29,OUT018,2405.440285714286
NCY30,OUT017,2721.6001714285712
FDQ46,OUT049,2170.6031142857146
FDG58,OUT027,4840.270885714286
FDK33,OUT017,3215.2433142857144
NCD07,OUT045,1455.4388
NCX29,OUT027,4446.6879714285715
NCT42,OUT013,2067.404114285714
DRN59,OUT035,1429.1872571428573
FDI44,OUT035,1305.7289142857146
FDA45,OUT049,2477.4418
FDP31,OUT045,957.3252857142855
FDY01,OUT046,1569.8612857142855
FDT09,OUT018,1468.3743428571431
DRH03,OUT027,2475.1590571428574
FDA36,OUT018,1861.7670285714285
NCF31,OUT017,2551.250485714286
FDG14,OUT049,2421.1341428571427
FDG28,OUT027,5611.647742857143
FDU14,OUT049,2950.3500285714285
FDY47,OUT019,266.22488571428573
FDI56,OUT049,1234.8687714285716
DRD01,OUT013,1775.6886
FDM22,OUT046,1074.7914285714285
FDH33,OUT013,1899.1469428571424
DRZ24,OUT013,2277.8920285714285
NCQ38,OUT046,1494.3405428571427
FDO16,OUT027,2341.4283714285716
FDU07,OUT027,4019.3394857142857
NCB07,OUT013,2744.4276
FDU48,OUT045,1588.7890285714286
NCM43,OUT045,2554.1990285714282
FDR31,OUT010,382.835
DRK49,OUT018,1032.1802285714286
NCI30,OUT010,775.0863142857143
DRD60,OUT017,3255.1913142857147
NCG19,OUT046,2821.755514285714
FDH12,OUT035,1648.1403428571427
FDM32,OUT035,2328.6830571428573
FDM27,OUT035,3035.667542857143
NCU53,OUT027,3360.1023714285716
NCQ18,OUT046,2251.5453714285713
FDS10,OUT013,2442.8201999999997
FDB33,OUT027,5425.1286285714295
FDI12,OUT013,1445.166457142857
NCW42,OUT013,3102.4377714285715
NCC06,OUT018,1501.0936571428572
FDW02,OUT017,1512.7927142857145
NCD43,OUT017,1470.5619714285715
FDM57,OUT018,640.7849428571428
FDA58,OUT017,4166.5764
FDK56,OUT046,2752.3220857142865
FDP52,OUT045,2504.168914285714
FDW20,OUT018,2198.376485714286
FDS52,OUT049,1576.9948571428572
NCT29,OUT018,1813.7343142857146
NCL54,OUT013,2873.2123428571426
FDC05,OUT045,2681.8424
FDF34,OUT035,2891.9498571428567
FDP03,OUT027,3387.114828571429
FDD32,OUT010,131.82840000000002
FDZ10,OUT045,2489.6164285714285
FDZ40,OUT035,1379.3473714285715
FDD51,OUT018,1403.9819714285713
NCY30,OUT019,318.72797142857144
FDP58,OUT017,3353.2541428571435
FDV49,OUT017,3274.023942857143
FDY24,OUT019,340.03357142857146
NCO55,OUT017,1577.5655428571426
FDR13,OUT017,2152.6265142857146
FDS51,OUT017,1278.4311142857143
FDP26,OUT045,1248.6603428571427
NCB54,OUT027,3622.427571428572
FDF32,OUT017,3467.676628571429
FDN31,OUT018,2698.9629714285716
DRM48,OUT017,861.3549714285713
FDN20,OUT049,2519.0067428571424
DRL01,OUT046,2338.0993714285714
FDV56,OUT049,2132.5574
DRH13,OUT027,2549.4433142857138
FDA03,OUT017,3314.4475142857145
FDF47,OUT027,4660.0293142857145
FDX32,OUT046,2740.1474571428566
FDX57,OUT049,2050.854228571429
NCA30,OUT045,3097.586942857143
FDO49,OUT013,1642.0530285714285
FDL04,OUT019,176.43699999999998
DRM48,OUT035,968.3585428571429
FDR16,OUT013,2015.6619428571428
NCC19,OUT018,2521.8601714285714
NCE42,OUT045,2585.9671999999996
FDY24,OUT017,1074.981657142857
FDH19,OUT049,2086.5220857142854
FDJ46,OUT013,3452.173
FDN45,OUT010,480.7076
FDY08,OUT035,1598.5858000000003
FDZ37,OUT035,2221.7745999999997
NCT30,OUT045,2698.7727428571425
DRY23,OUT018,1351.2886571428571
NCZ30,OUT018,2497.8913714285713
FDC44,OUT018,1363.3681714285715
FDB45,OUT035,2328.6830571428573
FDY04,OUT013,2964.4269428571424
FDM27,OUT046,1521.4481142857144
FDZ43,OUT017,5531.181057142858
FDT39,OUT019,470.91082857142857
NCC06,OUT019,339.9384571428572
FDL15,OUT027,4833.2324285714285
FDL57,OUT017,4789.765200000001
FDU08,OUT046,1746.3934000000002
FDK40,OUT017,5037.823257142857
FDQ12,OUT010,295.5200857142857
FDS48,OUT017,2450.1440000000002
FDP09,OUT045,2205.3198285714284
FDW21,OUT049,1329.0319142857145
FDY25,OUT035,3453.1241428571434
DRE13,OUT017,1750.293085714286
FDV43,OUT019,174.15425714285715
FDD22,OUT045,1299.1660285714283
FDM46,OUT019,258.04505714285716
NCO30,OUT010,497.1623714285714
FDM25,OUT046,1884.214
NCN41,OUT049,1729.2728285714286
FDU24,OUT045,1120.921857142857
FDZ50,OUT046,3460.1626
FDP45,OUT013,4125.772371428571
NCM54,OUT045,2076.1546285714285
FDW10,OUT019,448.84431428571423
FDP20,OUT017,1940.331428571429
FDK32,OUT046,2499.698542857143
FDN52,OUT049,1356.4248285714286
FDM58,OUT045,2205.224714285714
FDZ46,OUT027,3133.2547999999997
NCA18,OUT018,2181.921714285714
FDD35,OUT046,2306.3312
NCK31,OUT035,1941.758142857143
FDI40,OUT027,2692.2098571428573
FDT50,OUT019,316.7305714285714
NCT06,OUT046,2352.4616285714287
FDT31,OUT035,3246.345685714285
FDT45,OUT049,1588.1232285714284
FDT13,OUT045,4032.465257142857
FDO50,OUT045,1633.2074
NCU18,OUT010,251.6724
NCR54,OUT049,3490.5991714285724
NCO18,OUT018,2426.7458857142856
FDU09,OUT045,893.3133714285714
FDT13,OUT018,1991.6931428571427
FDE09,OUT046,2339.6212
NCK53,OUT019,324.2446
FDG45,OUT049,3031.3874
DRH15,OUT035,1328.7465714285713
FDO21,OUT019,447.7029428571428
FDD14,OUT027,4752.765742857143
FDC09,OUT046,2031.2606857142855
FDH45,OUT027,2088.0439142857144
FDV32,OUT046,1331.8853428571433
FDG12,OUT035,2347.5156857142856
FDS32,OUT013,1701.7848
NCL55,OUT018,2311.2771428571427
DRE01,OUT035,3361.6241999999997
DRE15,OUT049,1695.6023714285711
NCL42,OUT045,3168.637314285714
FDP31,OUT013,1541.8976857142857
FDN33,OUT018,1244.8557714285714
FDZ59,OUT046,3809.802714285714
FDE45,OUT010,482.9903428571429
FDJ07,OUT013,2104.5938
FDQ45,OUT018,2477.156457142857
FDM33,OUT027,6416.219485714287
FDO15,OUT010,203.7348
FDM46,OUT013,1853.1116285714286
FDR03,OUT045,4000.1264
FDY49,OUT018,1468.0890000000002
FDQ60,OUT045,1897.244657142857
FDW10,OUT049,2192.669628571429
FDO51,OUT049,2166.2278571428574
FDJ40,OUT018,2200.754342857143
FDS20,OUT018,3247.7724000000003
FDU45,OUT013,1861.3865714285712
FDV02,OUT035,2427.5068
FDN09,OUT046,3519.799257142857
NCM55,OUT027,3048.0324
FDN23,OUT018,1318.3791142857142
FDY31,OUT010,262.8007714285714
FDW03,OUT010,412.1302
FDD14,OUT046,2219.491857142857
FDV23,OUT017,1522.8748285714285
DRI03,OUT045,2636.948457142857
FDN13,OUT035,2844.2024857142856
FDF45,OUT027,2151.1046857142856
FDU46,OUT035,1497.9548857142856
FDB57,OUT049,3989.854057142857
FDV12,OUT049,1763.2286285714288
FDQ58,OUT013,1858.2477999999999
NCA18,OUT017,1445.071342857143
FDH52,OUT049,880.3778285714286
FDM24,OUT018,1678.9573714285712
NCP43,OUT027,2757.933828571429
NCO18,OUT019,345.2648571428571
FDM32,OUT017,2483.909571428572
NCL07,OUT017,1413.3982857142855
FDK03,OUT013,3947.908657142857
FDP59,OUT017,1418.9149142857143
FDQ24,OUT049,3141.3395142857144
FDQ16,OUT018,1359.6587142857145
FDU44,OUT013,3110.0469142857146
FDH28,OUT010,199.93022857142861
FDV28,OUT019,219.1433142857143
FDM22,OUT045,1227.4498571428571
FDR56,OUT046,2529.279085714286
FDV39,OUT049,2076.8204285714287
FDU37,OUT019,214.00714285714284
FDQ11,OUT010,432.10420000000005
FDX02,OUT045,3615.389114285714
NCS42,OUT018,1994.071
FDY57,OUT027,2970.704485714286
FDB21,OUT049,3353.729714285714
FDE28,OUT017,3126.7870285714284
FDQ55,OUT017,2351.700714285714
FDA48,OUT049,3035.0968571428566
FDZ19,OUT045,3377.6034
NCC43,OUT045,3280.586828571428
NCV18,OUT046,1332.9316
NCA42,OUT018,2613.360114285714
FDY45,OUT046,3108.715314285714
NCC30,OUT045,3617.196285714286
FDM57,OUT013,1390.8562
FDL09,OUT010,280.49202857142853
FDB09,OUT027,3726.5777142857146
FDT44,OUT035,2146.7294285714283
NCT06,OUT027,3832.059457142857
FDX26,OUT049,2246.4091999999996
FDK32,OUT013,2324.4980285714287
DRA12,OUT046,1673.4407428571428
FDO46,OUT010,480.2320285714286
FDE52,OUT013,1482.4512571428572
NCH42,OUT045,3509.241571428571
FDV08,OUT035,1014.298742857143
FDB47,OUT018,2050.568885714286
FDC28,OUT010,258.80597142857147
FDD22,OUT046,2209.219514285714
FDS07,OUT027,3520.465057142857
DRI13,OUT045,2714.1812571428572
FDG32,OUT018,2760.3116857142854
FDU14,OUT017,4115.3098
FDD28,OUT019,112.61531428571428
NCP41,OUT017,2066.452971428572
FDS08,OUT049,2776.1006571428566
FDX47,OUT045,2395.167942857143
FDC53,OUT019,220.76025714285714
FDQ19,OUT035,3604.5460857142857
FDL14,OUT045,2789.6068857142855
FDM33,OUT019,450.36614285714285
FDA51,OUT045,1254.1769714285713
FDZ27,OUT018,1567.1029714285712
FDT04,OUT046,1175.0418857142856
DRC13,OUT049,2059.8900857142858
FDR16,OUT027,5175.643857142858
FDQ03,OUT027,5965.472885714286
FDE38,OUT035,2516.0582
DRH23,OUT027,2776.005542857143
FDT11,OUT019,416.3152285714286
FDD09,OUT035,3251.2916285714286
FDR40,OUT045,1054.4369714285715
FDX07,OUT017,3068.386857142857
FDR07,OUT035,2068.7357142857145
FDA51,OUT017,1977.8064571428572
FDT59,OUT019,414.03248571428566
FDF20,OUT017,2768.967085714286
FDR13,OUT045,1890.5866571428571
FDY26,OUT049,2675.755085714286
FDW04,OUT017,1709.8695142857143
FDK52,OUT017,3606.3532571428573
FDN60,OUT049,2278.082257142857
FDM09,OUT019,336.229
FDP46,OUT049,1877.8413428571425
FDB50,OUT019,464.15771428571435
NCQ29,OUT049,2663.9609142857144
FDP16,OUT027,5884.720857142856
FDX33,OUT018,1658.888257142857
FDP07,OUT010,389.0174285714285
FDN22,OUT046,3123.6482571428573
FDF39,OUT049,3391.490085714285
FDS21,OUT017,1156.6848285714284
NCM42,OUT013,1928.6323714285716
FDK50,OUT019,417.0761428571428
DRF13,OUT027,4770.457
FDH35,OUT018,1810.2150857142858
FDP60,OUT018,1649.1865999999998
DRJ49,OUT027,3257.2838285714283
NCT42,OUT019,361.33917142857143
FDE38,OUT049,2219.0162857142855
FDI04,OUT049,3191.2745142857143
NCH54,OUT045,2694.017028571428
FDT56,OUT049,1826.2894
DRD15,OUT018,3368.1870857142862
FDV58,OUT013,2462.9844285714285
FDP21,OUT049,3122.0313142857135
FDH05,OUT013,3067.9112857142854
FDR10,OUT027,3965.5048
NCP06,OUT045,2484.8607142857145
FDF33,OUT049,1282.7112571428572
DRK37,OUT013,3259.6616857142863
DRH49,OUT045,1418.6295714285716
FDT58,OUT013,2323.4517714285716
FDD41,OUT018,1820.6776571428575
FDP40,OUT018,1820.6776571428575
FDM51,OUT027,3310.7380571428575
FDO45,OUT010,204.87617142857138
FDW33,OUT010,286.95980000000003
FDY24,OUT045,1325.988257142857
FDB10,OUT010,414.1276
FDM40,OUT035,2112.3931714285713
NCI06,OUT017,3133.3499142857145
FDW12,OUT019,348.4987428571429
FDX48,OUT027,4437.557000000001
NCW05,OUT027,3683.2056000000002
FDX27,OUT017,1489.2994857142858
DRM37,OUT045,3554.6110857142858
FDA38,OUT045,2901.9368571428577
FDR36,OUT046,1050.8226285714286
FDZ45,OUT046,3181.477742857143
FDG05,OUT017,2366.633657142857
FDK28,OUT013,3509.2415714285717
FDV47,OUT045,1232.7762571428573
FDN21,OUT045,2522.621085714286
FDP20,OUT027,3504.676085714286
FDI35,OUT045,3512.570571428572
DRY23,OUT013,1162.8672571428572
FDA56,OUT017,1446.9736285714284
FDB09,OUT013,1783.1075142857142
NCO26,OUT027,3559.7472571428575
FDQ49,OUT018,1771.7889142857143
FDI52,OUT027,2459.6554285714287
FDZ44,OUT027,3746.171257142857
FDZ09,OUT018,2076.915542857143
FDY03,OUT049,1861.4816857142855
NCG42,OUT017,3164.071828571429
DRI13,OUT027,5756.411685714285
FDQ32,OUT013,1495.2916857142857
FDW16,OUT035,2389.841542857143
FDU27,OUT046,1597.1590857142855
FDR28,OUT010,275.35585714285713
FDQ49,OUT010,403.0943428571428
FDS37,OUT046,1531.9106857142858
FDW26,OUT018,3199.8348
FDX12,OUT018,2284.264685714286
NCP06,OUT013,3129.355114285714
FDW45,OUT010,323.3885714285715
NCN30,OUT049,2635.616857142857
FDN24,OUT049,1731.4604571428572
NCL41,OUT027,1458.2922285714285
FDR02,OUT019,397.3874857142857
FDD09,OUT010,526.2673428571429
FDS33,OUT010,201.83251428571427
FDU22,OUT045,1185.124
FDI53,OUT013,1916.0772857142858
DRH01,OUT049,2678.5134
FDX32,OUT013,2887.6697142857142
NCP30,OUT018,920.5160571428571
FDB60,OUT045,2698.8678571428572
FDB14,OUT049,1337.9726571428569
NCP02,OUT035,1617.4184285714289
FDJ10,OUT017,2209.7902
FDG34,OUT046,2422.1803999999997
NCB18,OUT017,1859.0087142857142
FDM16,OUT049,998.8902285714286
FDW25,OUT018,1425.192457142857
FDB35,OUT010,269.0783142857143
DRN11,OUT013,2239.5609714285715
FDF41,OUT019,439.71334285714283
FDH16,OUT045,1391.7122285714286
NCQ50,OUT018,3577.248285714286
DRH23,OUT018,1532.6716
DRJ37,OUT013,3316.4449142857143
DRJ24,OUT027,4923.305657142856
FDY16,OUT035,3359.0561142857146
FDQ27,OUT045,2037.2528857142854
FDZ33,OUT045,2320.598342857143
FDF29,OUT045,2091.658257142857
FDA08,OUT049,2988.7762
FDG31,OUT046,1558.4475714285713
FDE34,OUT019,403.95037142857143
NCR30,OUT027,2127.5163428571427
FDV33,OUT035,3746.932171428572
DRZ24,OUT018,1927.6812285714284
NCL54,OUT035,3002.7580000000003
FDR12,OUT049,3566.8808285714285
NCC54,OUT046,3978.6305714285713
DRN59,OUT013,2074.347457142857
FDX50,OUT019,174.34448571428575
FDV31,OUT027,4741.922714285714
NCA29,OUT027,4565.0101428571425
FDW60,OUT049,3099.203885714286
FDX08,OUT017,2508.544171428571
DRD49,OUT013,3176.626914285714
FDD33,OUT046,3073.8083714285717
FDW35,OUT013,1858.0575714285715
FDJ36,OUT017,1259.1229142857142
FDV51,OUT035,3039.1867714285713
FDW36,OUT046,2059.699857142857
FDH35,OUT046,2446.5296571428566
NCS30,OUT027,4170.285857142857
FDN49,OUT017,1611.616457142857
FDL08,OUT018,3230.4616
FDI09,OUT013,3586.189028571429
FDP19,OUT018,1346.7231714285715
FDU21,OUT010,185.47285714285712
NCP41,OUT045,1823.721314285714
FDY10,OUT013,2504.5493714285717
FDP12,OUT018,891.4110857142857
NCN26,OUT049,1601.6294571428573
FDK44,OUT013,2511.8731714285714
FDC28,OUT049,1661.9319142857141
FDJ41,OUT027,5884.720857142857
NCT29,OUT035,2682.9837714285713
NCH42,OUT019,350.49614285714284
FDU60,OUT018,2191.7184857142856
FDS02,OUT045,3398.338314285715
FDC51,OUT046,1573.2854
FDU03,OUT013,2991.058942857143
FDX39,OUT045,4102.279142857143
NCY05,OUT010,295.80542857142854
NCL06,OUT027,6638.596685714286
FDD32,OUT035,1883.2628571428572
NCN41,OUT045,1626.2640571428572
NCX53,OUT049,3100.7257142857147
FDU57,OUT019,356.77368571428576
FDQ23,OUT046,2504.454257142857
FDQ52,OUT045,4668.970057142857
FDC14,OUT045,856.1236857142857
FDY09,OUT035,3806.4737142857143
FDQ28,OUT045,2853.999257142857
FDV25,OUT046,2943.787142857143
FDJ07,OUT035,2018.3251428571427
DRB25,OUT049,2147.3001142857147
FDK52,OUT019,439.7133428571429
FDY52,OUT027,1634.4438857142857
FDB28,OUT046,2691.7342857142858
FDT36,OUT035,895.7863428571428
FDV25,OUT017,2853.9041428571427
NCN07,OUT027,2757.933828571429
FDC57,OUT017,3323.0078000000003
FDQ03,OUT018,3120.1290285714285
FDU23,OUT017,3022.161314285714
NCX41,OUT035,2856.4722285714283
NCD06,OUT035,1136.5206
FDW08,OUT045,2480.675685714286
NCU29,OUT017,1439.5547142857142
NCE06,OUT013,3124.4091714285714
FDV52,OUT010,303.50968571428564
FDB02,OUT017,2473.4469999999997
NCR18,OUT045,839.0982285714286
FDK16,OUT049,1529.4377142857143
NCQ29,OUT010,454.55117142857137
FDZ01,OUT019,431.9139714285714
FDW27,OUT035,2772.9618857142855
FDD17,OUT018,3640.974857142857
FDW39,OUT013,2900.6052571428577
DRH59,OUT045,1082.4005714285713
FDS52,OUT013,1777.686
FDU40,OUT027,6352.492914285715
NCF54,OUT013,3039.7574571428568
FDH46,OUT045,1822.3897142857145
NCP14,OUT049,1331.885342857143
FDH50,OUT049,2344.7573714285713
DRF15,OUT010,272.6926571428572
FDV27,OUT027,2209.6950857142856
NCJ06,OUT049,2447.4808000000003
FDN02,OUT018,2647.1256857142857
FDQ51,OUT049,1910.275314285714
FDQ07,OUT017,4105.132571428571
FDS45,OUT049,2219.6820857142857
NCJ06,OUT045,1913.223857142857
FDD36,OUT035,1834.7545714285716
FDY25,OUT045,4476.744085714286
FDU52,OUT046,1968.3901428571428
DRK47,OUT017,2998.6680857142856
NCL30,OUT017,2345.803628571429
FDN22,OUT035,3424.6849714285718
NCF30,OUT027,3450.651171428571
FDK03,OUT035,3766.2403714285715
FDT45,OUT017,1224.3110857142856
NCC54,OUT027,5243.8408
FDP08,OUT018,2736.152657142857
FDU44,OUT046,3064.6774
DRG39,OUT035,1115.7856857142856
FDU32,OUT049,2033.923885714286
FDY27,OUT049,2685.7420857142856
NCP54,OUT013,1998.1609142857144
NCZ41,OUT049,1950.3184285714283
